player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
N Master,76,64,7,2,2,T20I,38.0,118.75,40,52.63,7.11
Shoaib Rafiq,76,85,3,4,10,T20I,7.6,89.41,36,47.37,12.14
AS Hansra,76,74,4,3,5,T20I,15.2,102.7,34,44.74,10.57
Z Burgess,75,55,3,7,8,T20I,9.38,136.36,54,72.0,5.5
M Vivekanandan,75,173,8,0,12,T20I,6.25,43.35,32,42.67,21.62
DAP Darrell,75,89,1,5,7,T20I,10.71,84.27,34,45.33,14.83
Tejwinder Singh,75,37,5,5,6,T20I,12.5,202.7,50,66.67,3.7
Zain Asif,75,53,6,6,2,T20I,37.5,141.51,60,80.0,4.42
AC Botha,75,82,10,0,5,T20I,15.0,91.46,40,53.33,8.2
P Dakainivanua,75,105,6,0,9,T20I,8.33,71.43,24,32.0,17.5
H Khuttan,75,51,4,6,4,T20I,18.75,147.06,52,69.33,5.1
Mohammed Jamadar,75,103,11,0,5,T20I,15.0,72.82,44,58.67,9.36
Omid Rahimi,75,43,8,4,2,T20I,37.5,174.42,56,74.67,3.58
S Jamil,75,92,10,0,6,T20I,12.5,81.52,40,53.33,9.2
Sapan Mehta,74,84,3,0,4,T20I,18.5,88.1,12,16.22,28.0
Rudolph Fox,74,83,4,3,5,T20I,14.8,89.16,34,45.95,11.86
Aamer Jamal,74,40,4,6,3,T20I,24.67,185.0,52,70.27,4.0
GS Bajwa,74,64,5,4,2,T20I,37.0,115.62,44,59.46,7.11
J Masquater,74,111,9,2,7,T20I,10.57,66.67,48,64.86,10.09
NJ Astle,74,69,7,2,3,T20I,24.67,107.25,40,54.05,7.67
Rehan Ahmed,74,53,6,5,5,T20I,14.8,139.62,54,72.97,4.82
G Oliveira,73,76,4,4,5,T20I,14.6,96.05,40,54.79,9.5
Utkarsh Jain,73,81,5,1,4,T20I,18.25,90.12,26,35.62,13.5
Bilal Safdar,73,90,7,0,6,T20I,12.17,81.11,28,38.36,12.86
M Ozturk,73,113,3,5,9,T20I,8.11,64.6,42,57.53,14.12
Anser Mehmood,73,74,4,3,3,T20I,24.33,98.65,34,46.58,10.57
CA Young,73,101,5,2,10,T20I,7.3,72.28,32,43.84,14.43
SA Mohandas,73,80,6,0,8,T20I,9.12,91.25,24,32.88,13.33
Khurram Khan,73,77,8,1,3,T20I,24.33,94.81,38,52.05,8.56
AJ Strauss,73,68,9,0,4,T20I,18.25,107.35,36,49.32,7.56
Mohammad Amin,73,76,3,3,3,T20I,24.33,96.05,30,41.1,12.67
NT Broom,73,68,8,1,6,T20I,12.17,107.35,38,52.05,7.56
Delroy Leo,72,92,5,2,5,T20I,14.4,78.26,32,44.44,13.14
Mohmedazim Abbasbhai,72,81,9,1,5,T20I,14.4,88.89,42,58.33,8.1
OJ Herrington,72,71,1,5,4,T20I,18.0,101.41,34,47.22,11.83
RA Thomas,72,93,7,1,6,T20I,12.0,77.42,34,47.22,11.62
Hassan Khan,72,62,4,3,4,T20I,18.0,116.13,34,47.22,8.86
PE Kruger,72,62,6,3,4,T20I,18.0,116.13,42,58.33,6.89
KV Morea,72,69,5,3,7,T20I,10.29,104.35,38,52.78,8.62
ML Udawatte,71,75,8,1,7,T20I,10.14,94.67,38,53.52,8.33
DS Maraiwai,71,63,11,1,5,T20I,14.2,112.7,50,70.42,5.25
Abdul Stanikzai,71,93,4,3,4,T20I,17.75,76.34,34,47.89,13.29
MO Kain,71,50,5,3,5,T20I,14.2,142.0,38,53.52,6.25
P Zuze,71,117,6,0,11,T20I,6.45,60.68,24,33.8,19.5
Muhammad Saleem,71,63,5,5,6,T20I,11.83,112.7,50,70.42,6.3
Kapil Kumar,71,113,6,2,5,T20I,14.2,62.83,36,50.7,14.12
MY Bawa,71,87,4,3,4,T20I,17.75,81.61,34,47.89,12.43
R Ankad,71,107,5,0,6,T20I,11.83,66.36,20,28.17,21.4
Shamsullah Ehsan,71,102,7,0,8,T20I,8.88,69.61,28,39.44,14.57
Wei Guo Lei,71,121,9,2,9,T20I,7.89,58.68,48,67.61,11.0
SH Obed,71,72,4,2,5,T20I,14.2,98.61,28,39.44,12.0
Jaweed Sadran,71,62,6,2,8,T20I,8.88,114.52,36,50.7,7.75
Ashwin Vinod,71,72,3,3,5,T20I,14.2,98.61,30,42.25,12.0
Ali Yalmaz,71,62,2,6,8,T20I,8.88,114.52,44,61.97,7.75
R Walker,71,99,3,1,8,T20I,8.88,71.72,18,25.35,24.75
Alexandros Karvelas,70,74,2,5,3,T20I,23.33,94.59,38,54.29,10.57
S Kamate,70,114,7,1,14,T20I,5.0,61.4,34,48.57,14.25
Vishaul Singh,70,109,2,0,7,T20I,10.0,64.22,8,11.43,54.5
K Sonavale,70,73,8,1,6,T20I,11.67,95.89,38,54.29,8.11
KU Carty,70,54,5,5,4,T20I,17.5,129.63,50,71.43,5.4
AD Nath,70,51,3,6,0,T20I,,137.25,48,68.57,5.67
Gaurav Mishra,70,62,3,2,3,T20I,23.33,112.9,24,34.29,12.4
Awais Zia,70,86,4,3,5,T20I,14.0,81.4,34,48.57,12.29
KJ Young,70,79,8,2,5,T20I,14.0,88.61,44,62.86,7.9
Syed Ahzamul Haq,70,69,5,5,1,T20I,70.0,101.45,50,71.43,6.9
Muhammad Kaleem,70,96,6,2,7,T20I,10.0,72.92,36,51.43,12.0
I Stewart,70,53,6,2,1,T20I,70.0,132.08,36,51.43,6.62
AS Mehmi,70,86,8,1,8,T20I,8.75,81.4,38,54.29,9.56
A Zampa,70,91,6,0,15,T20I,4.67,76.92,24,34.29,15.17
Mohammad Nawaz (3),70,76,4,3,6,T20I,11.67,92.11,34,48.57,10.86
E Ul Haq,70,117,6,1,9,T20I,7.78,59.83,30,42.86,16.71
Nadeem Khan,69,62,5,4,5,T20I,13.8,111.29,44,63.77,6.89
JN Dorji,69,91,8,0,7,T20I,9.86,75.82,32,46.38,11.38
SM Katich,69,48,8,2,2,T20I,34.5,143.75,44,63.77,4.8
G Fatouros,69,54,6,3,3,T20I,23.0,127.78,42,60.87,6.0
T Amarmend,69,168,6,1,11,T20I,6.27,41.07,30,43.48,24.0
C Hauptfleisch,69,90,4,2,5,T20I,13.8,76.67,28,40.58,15.0
Zafer Durmaz,69,60,8,2,5,T20I,13.8,115.0,44,63.77,6.0
Raihan Hossain,69,139,3,0,7,T20I,9.86,49.64,12,17.39,46.33
TL Cutler,69,67,2,6,5,T20I,13.8,102.99,44,63.77,8.38
Myat Thu Aung,69,142,3,0,5,T20I,13.8,48.59,12,17.39,47.33
TB Sole,69,43,9,1,3,T20I,23.0,160.47,42,60.87,4.3
Kawsar Khan,69,74,5,2,4,T20I,17.25,93.24,32,46.38,10.57
A Nagarajan,69,80,8,1,5,T20I,13.8,86.25,38,55.07,8.89
J Stanigze,69,58,3,5,4,T20I,17.25,118.97,42,60.87,7.25
M Shahbaz Butt,69,100,4,0,8,T20I,8.62,69.0,16,23.19,25.0
SN Thakur,69,40,5,4,3,T20I,23.0,172.5,44,63.77,4.44
CC Machado,69,142,2,0,11,T20I,6.27,48.59,8,11.59,71.0
Anas Khan,69,82,5,2,5,T20I,13.8,84.15,32,46.38,11.71
S Samal,68,58,5,3,4,T20I,17.0,117.24,38,55.88,7.25
TM Dowlin,68,70,8,0,1,T20I,68.0,97.14,32,47.06,8.75
Sazzad Hosen,68,76,10,0,7,T20I,9.71,89.47,40,58.82,7.6
N Ahir,68,123,2,2,4,T20I,17.0,55.28,20,29.41,30.75
G Murali,68,106,3,2,4,T20I,17.0,64.15,24,35.29,21.2
C Viljoen,68,71,7,1,4,T20I,17.0,95.77,34,50.0,8.88
OC McCoy,68,68,7,4,7,T20I,9.71,100.0,52,76.47,6.18
KA Vimlesh,68,73,5,0,2,T20I,34.0,93.15,20,29.41,14.6
Meet Ahir,67,71,5,2,2,T20I,33.5,94.37,32,47.76,10.14
AN Aminou,67,71,2,4,10,T20I,6.7,94.37,32,47.76,11.83
LR Gaonkar,67,84,4,1,6,T20I,11.17,79.76,22,32.84,16.8
Omair Yousuf,67,66,6,2,4,T20I,16.75,101.52,36,53.73,8.25
A McKnight,67,76,6,2,2,T20I,33.5,88.16,36,53.73,9.5
Saif-Ul Islam,67,68,9,0,4,T20I,16.75,98.53,36,53.73,7.56
JAD Lawrenson,67,82,4,0,5,T20I,13.4,81.71,16,23.88,20.5
Imran Khan,67,71,5,3,10,T20I,6.7,94.37,38,56.72,8.88
B Kumar,67,95,0,0,8,T20I,8.38,70.53,0,0.0,
WSLK Narayana,66,55,10,1,4,T20I,16.5,120.0,46,69.7,5.0
NR Johns-Wickberg,66,93,8,0,5,T20I,13.2,70.97,32,48.48,11.62
J Kila,66,50,4,5,5,T20I,13.2,132.0,46,69.7,5.56
Sajid Khan Afridi,66,55,4,4,4,T20I,16.5,120.0,40,60.61,6.88
AJ Michael,66,81,5,1,3,T20I,22.0,81.48,26,39.39,13.5
A Osei,66,125,4,1,9,T20I,7.33,52.8,22,33.33,25.0
L Monanthane,66,100,3,1,10,T20I,6.6,66.0,18,27.27,25.0
Muhammad Wafiq,66,84,3,4,11,T20I,6.0,78.57,36,54.55,12.0
AK Gokoel,66,118,2,0,7,T20I,9.43,55.93,8,12.12,59.0
Rhys Burinaga,66,89,1,1,10,T20I,6.6,74.16,10,15.15,44.5
Abraash Khan,66,60,7,1,4,T20I,16.5,110.0,34,51.52,7.5
Zameer Khan,66,96,5,0,4,T20I,16.5,68.75,20,30.3,19.2
GEF Barnett,66,49,9,0,2,T20I,33.0,134.69,36,54.55,5.44
P Heron,66,92,3,2,5,T20I,13.2,71.74,24,36.36,18.4
T Sandaruwan,66,64,5,2,8,T20I,8.25,103.12,32,48.48,9.14
Mohammad Amir,65,78,3,3,8,T20I,8.12,83.33,30,46.15,13.0
Muhammad Adil,65,31,5,5,2,T20I,32.5,209.68,50,76.92,3.1
Vishal Sharma,65,99,3,1,8,T20I,8.12,65.66,18,27.69,24.75
Nazril Rahman,65,67,5,1,5,T20I,13.0,97.01,26,40.0,11.17
JB Abega,65,128,6,0,17,T20I,3.82,50.78,24,36.92,21.33
DPS Tyagi,65,61,4,3,6,T20I,10.83,106.56,34,52.31,8.71
Nawazish Akhtar,65,71,4,1,4,T20I,16.25,91.55,22,33.85,14.2
Rupesh Singh,65,50,2,4,3,T20I,21.67,130.0,32,49.23,8.33
Ihsanullah Wafa,65,51,3,4,4,T20I,16.25,127.45,36,55.38,7.29
AG Cremer,65,100,2,0,12,T20I,5.42,65.0,8,12.31,50.0
Farhad Reza,65,89,3,2,7,T20I,9.29,73.03,24,36.92,17.8
Ravi Bishnoi,65,54,9,1,7,T20I,9.29,120.37,42,64.62,5.4
Shariz Ahmad,65,67,5,0,5,T20I,13.0,97.01,20,30.77,13.4
S Bangera,65,81,7,0,5,T20I,13.0,80.25,28,43.08,11.57
S Santhirakumaran,64,99,6,0,4,T20I,16.0,64.65,24,37.5,16.5
T Kaisala,64,78,6,2,3,T20I,21.33,82.05,36,56.25,9.75
Abdul Shakoor (2),64,60,6,1,2,T20I,32.0,106.67,30,46.88,8.57
TK Curran,64,58,1,4,6,T20I,10.67,110.34,28,43.75,11.6
N Wijesekera,64,89,4,1,6,T20I,10.67,71.91,22,34.38,17.8
Abrar Bilal,64,72,3,1,5,T20I,12.8,88.89,18,28.12,18.0
Shadnan Khan,64,60,5,2,4,T20I,16.0,106.67,32,50.0,8.57
J Wilson,64,44,4,5,3,T20I,21.33,145.45,46,71.88,4.89
D Gim,64,128,0,1,10,T20I,6.4,50.0,6,9.38,128.0
Bilal Hassun,64,65,6,2,8,T20I,8.0,98.46,36,56.25,8.12
D Uwimana,64,92,6,1,4,T20I,16.0,69.57,30,46.88,13.14
DP Hyatt,64,55,4,4,4,T20I,16.0,116.36,40,62.5,6.88
SK Atai,64,59,5,1,7,T20I,9.14,108.47,26,40.62,9.83
Irshad Mubbashar,64,76,2,2,4,T20I,16.0,84.21,20,31.25,19.0
JS Iggo,64,82,4,1,6,T20I,10.67,78.05,22,34.38,16.4
EN Gay,64,30,9,2,3,T20I,21.33,213.33,48,75.0,2.73
M Bhanuka,64,71,7,0,4,T20I,16.0,90.14,28,43.75,10.14
S Shermatov,64,67,2,6,4,T20I,16.0,95.52,44,68.75,8.38
Noorkhan Ahmedi,63,49,7,2,5,T20I,12.6,128.57,40,63.49,5.44
AW Hawkins-Kay,63,84,2,0,6,T20I,10.5,75.0,8,12.7,42.0
P Hatchman,63,75,3,2,7,T20I,9.0,84.0,24,38.1,15.0
Ahsan Abbasi,63,70,7,0,4,T20I,15.75,90.0,28,44.44,10.0
Sojib Miah,63,38,7,3,4,T20I,15.75,165.79,46,73.02,3.8
BJ Dwarshuis,63,83,2,1,8,T20I,7.88,75.9,14,22.22,27.67
MP Biddappa,63,105,4,1,4,T20I,15.75,60.0,22,34.92,21.0
J Henry,63,78,3,3,7,T20I,9.0,80.77,30,47.62,13.0
MC Sorensen,63,61,1,2,4,T20I,15.75,103.28,16,25.4,20.33
KD Clarke,63,51,9,1,4,T20I,15.75,123.53,42,66.67,5.1
A Nanda,62,67,3,3,6,T20I,10.33,92.54,30,48.39,11.17
MD du Preez,62,59,5,1,0,T20I,,105.08,26,41.94,9.83
GH Smit,62,59,5,1,3,T20I,20.67,105.08,26,41.94,9.83
H Pieterse,62,36,4,3,1,T20I,62.0,172.22,34,54.84,5.14
S Sola,62,102,7,0,10,T20I,6.2,60.78,28,45.16,14.57
Asrar Ahmed,62,74,8,1,1,T20I,62.0,83.78,38,61.29,8.22
GC Galanis,62,55,4,3,6,T20I,10.33,112.73,34,54.84,7.86
Deng Jinqi,62,116,2,0,4,T20I,15.5,53.45,8,12.9,58.0
Shahzeb Afridi,62,40,2,6,2,T20I,31.0,155.0,44,70.97,5.0
N Madziva,62,63,4,3,4,T20I,15.5,98.41,34,54.84,9.0
S Bharratt,62,78,8,0,5,T20I,12.4,79.49,32,51.61,9.75
T Brown,61,114,2,1,6,T20I,10.17,53.51,14,22.95,38.0
S Gulecha,61,58,6,3,7,T20I,8.71,105.17,42,68.85,6.44
Asad Mahmood,61,55,3,4,5,T20I,12.2,110.91,36,59.02,7.86
EM Turay,61,81,7,0,2,T20I,30.5,75.31,28,45.9,11.57
Chamalka Fernando,61,58,7,0,5,T20I,12.2,105.17,28,45.9,8.29
AN Cook,61,55,10,0,4,T20I,15.25,110.91,40,65.57,5.5
OE Taylor,61,105,2,0,8,T20I,7.62,58.1,8,13.11,52.5
PD McGlashan,61,65,6,2,8,T20I,7.62,93.85,36,59.02,8.12
A Dananjaya,61,76,6,0,8,T20I,7.62,80.26,24,39.34,12.67
P Khari,61,42,6,3,1,T20I,61.0,145.24,42,68.85,4.67
Muhammad Babar,61,36,3,7,2,T20I,30.5,169.44,54,88.52,3.6
Patrick Nou,60,59,6,2,5,T20I,12.0,101.69,36,60.0,7.38
DE Budge,60,66,2,3,4,T20I,15.0,90.91,26,43.33,13.2
Eranga De Silva,60,48,8,1,2,T20I,30.0,125.0,38,63.33,5.33
Irfan Ahmed,60,75,4,4,6,T20I,10.0,80.0,40,66.67,9.38
Nikhil,60,67,3,5,3,T20I,20.0,89.55,42,70.0,8.38
Mominul Haque,60,53,5,2,3,T20I,20.0,113.21,32,53.33,7.57
MR Kumar,60,70,4,2,5,T20I,12.0,85.71,28,46.67,11.67
D Dewald,60,89,4,0,4,T20I,15.0,67.42,16,26.67,22.25
RD Atangana,60,98,3,1,9,T20I,6.67,61.22,18,30.0,24.5
Sherul Mehta,60,97,6,0,3,T20I,20.0,61.86,24,40.0,16.17
P Mustard,60,38,5,4,2,T20I,30.0,157.89,44,73.33,4.22
JWM Dalrymple,60,60,6,0,3,T20I,20.0,100.0,24,40.0,10.0
Ammad Uddin,60,39,5,4,3,T20I,20.0,153.85,44,73.33,4.33
N Krishna,60,83,7,0,8,T20I,7.5,72.29,28,46.67,11.86
Ibrar Ahmad,60,43,4,4,4,T20I,15.0,139.53,40,66.67,5.38
M Ravula,59,62,5,1,1,T20I,59.0,95.16,26,44.07,10.33
DR Flynn,59,51,1,4,5,T20I,11.8,115.69,28,47.46,10.2
Kamrul Hasan,59,48,4,6,3,T20I,19.67,122.92,52,88.14,4.8
Walid Sahibzada,59,61,5,3,4,T20I,14.75,96.72,38,64.41,7.62
Rejaul Karim,59,48,10,1,3,T20I,19.67,122.92,46,77.97,4.36
DR Tawake,59,85,5,0,6,T20I,9.83,69.41,20,33.9,17.0
J Ghadiyali,59,79,6,0,5,T20I,11.8,74.68,24,40.68,13.17
MA Ouma,59,79,9,0,10,T20I,5.9,74.68,36,61.02,8.78
PS Roberts,59,57,5,0,2,T20I,29.5,103.51,20,33.9,11.4
VF Bomnyuy,59,88,6,0,5,T20I,11.8,67.05,24,40.68,14.67
Syazrul Idrus,59,59,4,3,8,T20I,7.38,100.0,34,57.63,8.43
L Ngidi,59,73,5,1,5,T20I,11.8,80.82,26,44.07,12.17
AK Perera,59,68,5,1,5,T20I,11.8,86.76,26,44.07,11.33
D Ganesh,58,84,5,2,6,T20I,9.67,69.05,32,55.17,12.0
Inshaf Farook,58,64,3,3,4,T20I,14.5,90.62,30,51.72,10.67
Gayan Munaweera,58,44,6,2,3,T20I,19.33,131.82,36,62.07,5.5
Abdullah Akbarjan,58,90,3,1,9,T20I,6.44,64.44,18,31.03,22.5
I Mugisha,58,55,1,5,6,T20I,9.67,105.45,34,58.62,9.17
Mohammad Usman,58,63,4,3,1,T20I,58.0,92.06,34,58.62,9.0
PK Mohanarangam,58,75,4,1,5,T20I,11.6,77.33,22,37.93,15.0
TM Odoyo,58,76,6,1,6,T20I,9.67,76.32,30,51.72,10.86
M Vaik,58,110,1,0,8,T20I,7.25,52.73,4,6.9,110.0
H Fennell,58,61,4,2,12,T20I,4.83,95.08,28,48.28,10.17
Baljit Singh,58,54,3,2,5,T20I,11.6,107.41,24,41.38,10.8
J Grassi,58,65,2,2,4,T20I,14.5,89.23,20,34.48,16.25
K Modise,58,66,8,1,7,T20I,8.29,87.88,38,65.52,7.33
TA Dudnath,57,94,0,2,6,T20I,9.5,60.64,12,21.05,47.0
Jobayer Hossen,57,77,6,2,4,T20I,14.25,74.03,36,63.16,9.62
V Zanko,57,163,6,0,9,T20I,6.33,34.97,24,42.11,27.17
Muhammad Nadeem,57,59,3,2,3,T20I,19.0,96.61,24,42.11,11.8
Ishtiaq Ahmad,57,41,1,6,7,T20I,8.14,139.02,40,70.18,5.86
TG Thamae,57,55,7,1,7,T20I,8.14,103.64,34,59.65,6.88
C Jonker,57,30,5,3,2,T20I,28.5,190.0,38,66.67,3.75
Alok Kapali,57,89,3,1,5,T20I,11.4,64.04,18,31.58,22.25
Sohag Gazi,57,60,3,1,3,T20I,19.0,95.0,18,31.58,15.0
CJO Smith,57,52,6,0,4,T20I,14.25,109.62,24,42.11,8.67
M Kyriacou,57,81,1,2,2,T20I,28.5,70.37,16,28.07,27.0
Abdur Rahman Sudais,57,46,3,4,2,T20I,28.5,123.91,36,63.16,6.57
JA Burrows,57,68,6,1,12,T20I,4.75,83.82,30,52.63,9.71
M Mooketsi,57,113,2,0,12,T20I,4.75,50.44,8,14.04,56.5
Amir Mangal,56,39,3,3,4,T20I,14.0,143.59,30,53.57,6.5
Javid Patel,56,89,2,3,7,T20I,8.0,62.92,26,46.43,17.8
SMSM Senanayake,56,69,3,1,6,T20I,9.33,81.16,18,32.14,17.25
A Simelane,56,58,4,2,7,T20I,8.0,96.55,28,50.0,9.67
VN Veetil,56,56,2,3,2,T20I,28.0,100.0,26,46.43,11.2
R Sandeep,56,88,3,3,8,T20I,7.0,63.64,30,53.57,14.67
S Waqas Ahmed,56,71,4,0,4,T20I,14.0,78.87,16,28.57,17.75
L Maximo,56,113,3,0,6,T20I,9.33,49.56,12,21.43,37.67
SK Springer,56,43,4,3,3,T20I,18.67,130.23,34,60.71,6.14
JM How,56,68,5,1,5,T20I,11.2,82.35,26,46.43,11.33
C Webster,56,49,3,4,6,T20I,9.33,114.29,36,64.29,7.0
MJ Ansell,56,67,2,3,7,T20I,8.0,83.58,26,46.43,13.4
TT Maposa,55,56,3,1,3,T20I,18.33,98.21,18,32.73,14.0
Yasir Mehmood,55,54,2,3,0,T20I,,101.85,26,47.27,10.8
KM Venkataswamy,55,46,3,2,1,T20I,55.0,119.57,24,43.64,9.2
AV Lalcheta,55,57,3,3,5,T20I,11.0,96.49,30,54.55,9.5
TA Boult,55,58,3,2,7,T20I,7.86,94.83,24,43.64,11.6
R Siriwardena,55,86,6,0,6,T20I,9.17,63.95,24,43.64,14.33
Rameez Khan,55,52,4,3,6,T20I,9.17,105.77,34,61.82,7.43
B Balala,55,106,2,0,7,T20I,7.86,51.89,8,14.55,53.0
RR Watson,55,48,8,0,5,T20I,11.0,114.58,32,58.18,6.0
K Kato-Stafford,55,46,7,1,4,T20I,13.75,119.57,34,61.82,5.75
Said Hakim,55,41,8,1,2,T20I,27.5,134.15,38,69.09,4.56
GB Hogg,55,42,3,3,4,T20I,13.75,130.95,30,54.55,7.0
B Mavuta,55,43,3,2,3,T20I,18.33,127.91,24,43.64,8.6
Nilansh Keswani,55,51,5,0,2,T20I,27.5,107.84,20,36.36,10.2
L Maphane,55,58,2,2,6,T20I,9.17,94.83,20,36.36,14.5
P Vekaria,55,42,3,4,2,T20I,27.5,130.95,36,65.45,6.0
MJ Ross,55,41,2,3,2,T20I,27.5,134.15,26,47.27,8.2
N Deonarine,55,54,5,0,5,T20I,11.0,101.85,20,36.36,10.8
J Thomas,54,87,2,0,5,T20I,10.8,62.07,8,14.81,43.5
Faisal Javed,54,27,8,3,4,T20I,13.5,200.0,50,92.59,2.45
A Shukla,54,97,3,2,14,T20I,3.86,55.67,24,44.44,19.4
Ariful Haque,54,62,4,0,4,T20I,13.5,87.1,16,29.63,15.5
Abdul Naser Baluch,54,69,1,4,11,T20I,4.91,78.26,28,51.85,13.8
Saghir Khan,54,36,4,4,3,T20I,18.0,150.0,40,74.07,4.5
Muhammad Burhan,54,50,5,1,7,T20I,7.71,108.0,26,48.15,8.33
SMA Priyanjan,54,63,1,2,1,T20I,54.0,85.71,16,29.63,21.0
Vichanath Singh,54,98,1,0,7,T20I,7.71,55.1,4,7.41,98.0
P Abanda,54,95,7,1,9,T20I,6.0,56.84,34,62.96,11.88
SN Pathirana,54,91,0,1,7,T20I,7.71,59.34,6,11.11,91.0
Sajad Ahmadzai,54,69,3,2,5,T20I,10.8,78.26,24,44.44,13.8
SP Khakurel,54,84,4,0,6,T20I,9.0,64.29,16,29.63,21.0
Khawaja Nafay,54,35,3,3,4,T20I,13.5,154.29,30,55.56,5.83
Rashid Hashmi,54,69,4,1,4,T20I,13.5,78.26,22,40.74,13.8
H McAleer,54,78,3,0,4,T20I,13.5,69.23,12,22.22,26.0
Ismaeel Zia,54,72,6,0,6,T20I,9.0,75.0,24,44.44,12.0
C Carter,53,59,3,0,3,T20I,17.67,89.83,12,22.64,19.67
LA Goncalves,53,61,5,1,5,T20I,10.6,86.89,26,49.06,10.17
Akhter Pacha Sher,53,36,3,5,2,T20I,26.5,147.22,42,79.25,4.5
WB Rankin,53,66,3,2,4,T20I,13.25,80.3,24,45.28,13.2
Sobu George,53,42,4,2,2,T20I,26.5,126.19,28,52.83,7.0
S Yeshi,53,81,4,2,11,T20I,4.82,65.43,28,52.83,13.5
J Suleman,53,64,2,3,4,T20I,13.25,82.81,26,49.06,12.8
V Baskaran,53,88,1,0,10,T20I,5.3,60.23,4,7.55,88.0
Sajid Patel,53,63,7,0,4,T20I,13.25,84.13,28,52.83,9.0
J Horrocks,53,57,1,1,5,T20I,10.6,92.98,10,18.87,28.5
DL Chahar,53,28,4,4,2,T20I,26.5,189.29,40,75.47,3.5
Anik Ahmed,53,61,2,0,2,T20I,26.5,86.89,8,15.09,30.5
S Kushretha,53,75,3,0,5,T20I,10.6,70.67,12,22.64,25.0
Usman Limbada,53,43,6,0,1,T20I,53.0,123.26,24,45.28,7.17
Aamer Ikram,53,72,3,4,3,T20I,17.67,73.61,36,67.92,10.29
Akif Raja,52,45,5,1,2,T20I,26.0,115.56,26,50.0,7.5
Faizan Asif,52,49,5,2,5,T20I,10.4,106.12,32,61.54,7.0
JNT Vare,52,60,3,0,5,T20I,10.4,86.67,12,23.08,20.0
Muhammad Zafar Khan,52,42,12,0,2,T20I,26.0,123.81,48,92.31,3.5
S Sankar,52,61,4,0,3,T20I,17.33,85.25,16,30.77,15.25
DNA Ankrah,52,77,4,1,7,T20I,7.43,67.53,22,42.31,15.4
HS Baidwan,52,43,4,1,4,T20I,13.0,120.93,22,42.31,8.6
NK Aneesh Kumar,52,80,1,1,7,T20I,7.43,65.0,10,19.23,40.0
Amal Jacob,52,78,4,0,6,T20I,8.67,66.67,16,30.77,19.5
OE Newey,52,59,2,0,2,T20I,26.0,88.14,8,15.38,29.5
DC Thomas,51,54,4,2,6,T20I,8.5,94.44,28,54.9,9.0
Raqibul Hasan,51,63,3,1,5,T20I,10.2,80.95,18,35.29,15.75
Kaleem Sana,51,54,2,3,4,T20I,12.75,94.44,26,50.98,10.8
Kuldeep Gurjar,51,94,0,3,10,T20I,5.1,54.26,18,35.29,31.33
IS Billcliff,51,39,3,2,1,T20I,51.0,130.77,24,47.06,7.8
Abubacarr Kuyateh,51,80,7,2,8,T20I,6.38,63.75,40,78.43,8.89
Sikder Billah,51,39,5,1,3,T20I,17.0,130.77,26,50.98,6.5
Sohail Ahmad,51,56,1,3,6,T20I,8.5,91.07,22,43.14,14.0
Hilal Ahmad,51,83,2,0,3,T20I,17.0,61.45,8,15.69,41.5
A Kaul,51,64,7,0,7,T20I,7.29,79.69,28,54.9,9.14
GY Tomar,51,46,4,3,2,T20I,25.5,110.87,34,66.67,6.57
Yair Nagavkar,51,65,3,0,4,T20I,12.75,78.46,12,23.53,21.67
J Reb,50,67,3,2,5,T20I,10.0,74.63,24,48.0,13.4
K Klein,50,64,2,0,7,T20I,7.14,78.12,8,16.0,32.0
F Campbell,50,76,4,1,7,T20I,7.14,65.79,22,44.0,15.2
Qateel Zabiullah,50,27,2,5,3,T20I,16.67,185.19,38,76.0,3.86
A Alexander,50,35,2,4,5,T20I,10.0,142.86,32,64.0,5.83
Zain Muzaffar,50,37,2,3,2,T20I,25.0,135.14,26,52.0,7.4
TD Chaoana,50,77,3,1,8,T20I,6.25,64.94,18,36.0,19.25
K Hardat,50,62,7,0,5,T20I,10.0,80.65,28,56.0,8.86
YYM Jakda,50,52,4,3,11,T20I,4.55,96.15,34,68.0,7.43
Iqbal Hussain,50,43,3,2,4,T20I,12.5,116.28,24,48.0,8.6
Faisal Safi,50,50,10,0,3,T20I,16.67,100.0,40,80.0,5.0
Hasan Mahmud,50,52,0,4,1,T20I,50.0,96.15,24,48.0,13.0
Aryan Lakra,50,58,3,2,7,T20I,7.14,86.21,24,48.0,11.6
Mohammad Yousuf,50,44,5,1,3,T20I,16.67,113.64,26,52.0,7.33
JD Baker,50,49,2,3,3,T20I,16.67,102.04,26,52.0,9.8
Ahmad Khalid Ahmadzai,50,38,1,6,5,T20I,10.0,131.58,40,80.0,5.43
I Ntirenganya,50,72,5,0,7,T20I,7.14,69.44,20,40.0,14.4
Izhar Hussain,50,60,3,1,4,T20I,12.5,83.33,18,36.0,15.0
EB Knowles,50,61,6,0,3,T20I,16.67,81.97,24,48.0,10.17
SA Abbott,50,51,4,1,7,T20I,7.14,98.04,22,44.0,10.2
Mohammad Bhaidu,50,82,4,1,6,T20I,8.33,60.98,22,44.0,16.4
Jubaid Ahamed,49,45,2,2,4,T20I,12.25,108.89,20,40.82,11.25
Naseem Khan,49,60,5,2,5,T20I,9.8,81.67,32,65.31,8.57
