player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
WIA Fernando,377,421,28,8,34,T20I,11.09,89.55,160,42.44,11.69
AK Mohan,377,450,24,15,21,T20I,17.95,83.78,186,49.34,11.54
Kuldeep,377,241,35,23,11,T20I,34.27,156.43,278,73.74,4.16
M Shumba,376,342,23,13,17,T20I,22.12,109.94,170,45.21,9.5
Ehsan Khan,376,356,21,15,28,T20I,13.43,105.62,174,46.28,9.89
S Movva,376,370,29,8,17,T20I,22.12,101.62,164,43.62,10.0
Shahzaib Jamil,375,284,19,26,15,T20I,25.0,132.04,232,61.87,6.31
Hisham Sheikh,375,421,20,3,17,T20I,22.06,89.07,98,26.13,18.3
AM Rahane,375,347,32,6,18,T20I,20.83,108.07,164,43.73,9.13
Adnan Idrees,374,298,48,15,28,T20I,13.36,125.5,282,75.4,4.73
Omid Mailk Khel,374,303,35,14,11,T20I,34.0,123.43,224,59.89,6.18
Esam Rahman,373,315,37,12,11,T20I,33.91,118.41,220,58.98,6.43
AA Onikoyi,372,435,26,12,22,T20I,16.91,85.52,176,47.31,11.45
R Lutaaya,371,298,42,9,24,T20I,15.46,124.5,222,59.84,5.84
M Chadha,371,322,33,14,9,T20I,41.22,115.22,216,58.22,6.85
Maaz Khan,370,260,32,25,20,T20I,18.5,142.31,278,75.14,4.56
P Sharma,369,376,41,7,22,T20I,16.77,98.14,206,55.83,7.83
DJ Hooda,368,262,29,18,12,T20I,30.67,140.46,224,60.87,5.57
CK Jasmat,367,346,26,18,21,T20I,17.48,106.07,212,57.77,7.86
S Pradhan,367,429,41,4,24,T20I,15.29,85.55,188,51.23,9.53
A Parima,366,331,30,21,18,T20I,20.33,110.57,246,67.21,6.49
Raza Iqbal,366,348,42,8,21,T20I,17.43,105.17,216,59.02,6.96
MA Jones,366,272,34,17,14,T20I,26.14,134.56,238,65.03,5.33
Aziz Mohammad,366,300,38,19,15,T20I,24.4,122.0,266,72.68,5.26
B Masaba,366,385,37,6,22,T20I,16.64,95.06,184,50.27,8.95
Zahir Mohammed,365,279,29,22,26,T20I,14.04,130.82,248,67.95,5.47
Pyae Phyo Wai,365,492,22,6,28,T20I,13.04,74.19,124,33.97,17.57
PS Athavale,364,299,39,10,15,T20I,24.27,121.74,216,59.34,6.1
Nasir Jamshed,363,328,34,12,17,T20I,21.35,110.67,208,57.3,7.13
B Bhandari,363,314,29,16,20,T20I,18.15,115.61,212,58.4,6.98
DA Blignaut,362,406,18,15,20,T20I,18.1,89.16,162,44.75,12.3
A Shreshta,361,376,34,5,17,T20I,21.24,96.01,166,45.98,9.64
SG Mangela,361,328,32,4,14,T20I,25.79,110.06,152,42.11,9.11
G Kansonkho,360,423,36,3,23,T20I,15.65,85.11,162,45.0,10.85
L Ronchi,359,263,30,14,20,T20I,17.95,136.5,204,56.82,5.98
NM Odhiambo,359,351,25,12,24,T20I,14.96,102.28,172,47.91,9.49
S Hook,359,372,28,15,18,T20I,19.94,96.51,202,56.27,8.65
Shah Abrar Hussain,358,364,21,19,16,T20I,22.38,98.35,198,55.31,9.1
A McAuley,358,402,33,2,19,T20I,18.84,89.05,144,40.22,11.49
O Olaleye,358,384,29,8,20,T20I,17.9,93.23,164,45.81,10.38
E Sebareme,356,368,22,11,28,T20I,12.71,96.74,154,43.26,11.15
MC Henriques,355,292,17,15,15,T20I,23.67,121.58,158,44.51,9.12
AC Douglas,355,270,32,21,18,T20I,19.72,131.48,254,71.55,5.09
S Austin,354,372,28,5,21,T20I,16.86,95.16,142,40.11,11.27
JJ Atkinson,354,312,35,11,20,T20I,17.7,113.46,206,58.19,6.78
EC Joyce,353,380,27,5,9,T20I,39.22,92.89,138,39.09,11.88
Noman Amjad,350,346,22,8,24,T20I,14.58,101.16,136,38.86,11.53
J Singye,349,485,16,5,21,T20I,16.62,71.96,94,26.93,23.1
Mukhtar Ghulami,348,316,31,16,22,T20I,15.82,110.13,220,63.22,6.72
OA Shah,347,297,26,13,14,T20I,24.79,116.84,182,52.45,7.62
Ikramullah Khan,347,309,31,12,20,T20I,17.35,112.3,196,56.48,7.19
K Hinds,346,346,24,20,26,T20I,13.31,100.0,216,62.43,7.86
LN Oluoch,344,325,25,13,22,T20I,15.64,105.85,178,51.74,8.55
WA Young,344,345,35,10,19,T20I,18.11,99.71,200,58.14,7.67
TC Bruce,344,290,26,10,17,T20I,20.24,118.62,164,47.67,8.06
Sheikh Rasik,344,209,19,28,8,T20I,43.0,164.59,244,70.93,4.45
Shaheen Shah Afridi,343,282,19,25,23,T20I,14.91,121.63,226,65.89,6.41
SK Awiah,343,459,28,5,22,T20I,15.59,74.73,142,41.4,13.91
GP Meade,343,352,24,9,21,T20I,16.33,97.44,150,43.73,10.67
S Chanderpaul,343,357,34,5,17,T20I,20.18,96.08,166,48.4,9.15
BR McDermott,342,347,17,13,19,T20I,18.0,98.56,146,42.69,11.57
J Sumerauer,342,244,23,16,17,T20I,20.12,140.16,188,54.97,6.26
Najjam Shahzad,342,279,27,19,16,T20I,21.38,122.58,222,64.91,6.07
A Raza,341,237,38,19,22,T20I,15.5,143.88,266,78.01,4.16
Mohammad Rizlan,341,299,21,21,20,T20I,17.05,114.05,210,61.58,7.12
SM Solia,338,291,28,12,11,T20I,30.73,116.15,184,54.44,7.28
GK Ghalley,338,366,23,15,25,T20I,13.52,92.35,182,53.85,9.63
V Mbazo,338,409,22,6,30,T20I,11.27,82.64,124,36.69,14.61
Arslan Amjad,337,327,25,16,20,T20I,16.85,103.06,196,58.16,7.98
A Symonds,337,204,33,10,6,T20I,56.17,165.2,192,56.97,4.74
Amar Naeem,336,308,28,20,20,T20I,16.8,109.09,232,69.05,6.42
Haroon Arshad,336,262,26,9,17,T20I,19.76,128.24,158,47.02,7.49
Zain Ul Abidin,335,305,18,17,19,T20I,17.63,109.84,174,51.94,8.71
K Irakoze,335,324,20,17,34,T20I,9.85,103.4,182,54.33,8.76
Chaudhary Akram,333,317,31,3,11,T20I,30.27,105.05,142,42.64,9.32
Amjad Sher,332,292,21,15,28,T20I,11.86,113.7,174,52.41,8.11
Muhammad Umar,331,292,12,22,15,T20I,22.07,113.36,180,54.38,8.59
L Steenkamp,331,255,35,8,14,T20I,23.64,129.8,188,56.8,5.93
MM Baig,331,273,17,20,18,T20I,18.39,121.25,188,56.8,7.38
PB Gouge,328,208,19,21,8,T20I,41.0,157.69,202,61.59,5.2
RJ Nicol,327,315,33,11,19,T20I,17.21,103.81,198,60.55,7.16
